Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
6,1.0,-,-,0.5,-,1.0,-,2.5,-,1.5,3.5,-
7,0.5,2.0,-,0.5,-,5.5,0.8,-,-,0.2,0.7,1.0
8,-,1.0,6.5,-,12.0,-,25.8,-,1.2,-,-,0.4
9,13.0,0.1,2.5,-,22.5,-,0.5,1.0,3.5,71.5,-,-
10,-,-,-,-,-,-,-,4.0,124.2,0.5,5.3,0.5
11,-,-,-,-,-,29.5,1.5,-,25.0,-,-,-
12,-,-,-,-,-,6.0,63.5,-,49.5,-,0.5,-
13,-,-,-,-,-,-,62.5,3.5,0.4,-,-,-
14,-,-,3.3,-,-,121.0,36.5,0.5,-,1.0,0.1,-
15,-,-,13.5,-,-,39.5,4.0,25.5,75.5,-,-,-
16,-,5.0,2.5,-,0.4,30.5,17.6,6.0,14.5,-,-,-
17,6.9,0.5,0.5,-,-,64.5,3.2,0.5,42.5,-,-,3.5
18,-,-,-,1.5,-,73.0,-,1.5,-,-,-,-
19,-,-,-,0.2,-,82.5,32.5,1.0,-,-,9.6,-
20,-,-,0.1,0.5,-,37.5,1.0,-,-,-,-,-
21,-,-,0.6,-,-,-,-,-,-,-,-,-
22,2.0,-,-,22.0,-,-,0.5,24.2,-,-,0.3,-
23,0.4,-,1.6,2.5,-,-,-,46.5,2.5,2.6,-,6.5
24,-,-,-,-,-,-,-,31.0,3.5,25.2,-,-
25,-,3.5,-,0.5,-,-,2.5,18.0,-,-,-,-
26,-,-,-,0.4,-,-,-,7.0,-,1.0,-,6.1
27,-,-,-,2.8,-,-,-,161.0,-,1.0,2.5,-
28,8.7,0.3,29.5,7.5,-,-,-,162.0,6.7,-,-,-
29,0.5,,5.0,0.5,-,-,-,127.0,5.0,-,-,0.1
30,-,,-,-,-,-,-,56.0,2.5,-,-,-
31,0.1,,3.5,,-,,-,1.2,,6.5,,-
總和值,50.6,12.9,70.1,39.5,38.1,490.5,272.4,679.9,357.0,111.0,32.3,18.1
1,-,0.5,-,-,26.1,-,11.5,14.5,23.0,-,4.0,1.5
2,0.5,-,-,-,7.0,-,86.5,9.5,23.5,-,-,4.8
3,-,0.2,-,4.4,-,-,16.9,-,-,-,-,-
4,-,3.0,12.5,0.5,0.5,-,1.0,4.5,-,-,3.0,6.6
5,3.6,-,-,3.0,2.0,-,1.0,15.0,-,14.0,-,6.5
6,0.1,-,1.4,-,71.5,-,-,-,36.5,20.0,-,3.0
7,0.2,-,3.0,-,0.5,-,T,-,31.0,-,-,-
8,0.5,-,1.4,-,-,-,-,7.0,4.5,-,-,-
9,-,-,0.6,-,2.8,-,4.5,11.0,0.5,2.6,-,-
10,5.5,-,8.0,-,5.5,6.0,1.0,136.5,11.5,-,-,-
11,-,-,11.5,-,0.4,3.0,20.5,3.5,-,-,-,-
12,2.8,-,-,0.1,-,4.5,-,-,-,1.0,-,-
13,-,27.0,-,-,-,30.5,-,20.0,-,9.0,-,-
14,0.8,-,-,-,-,44.5,-,1.0,0.5,0.1,-,0.1
15,11.0,-,1.0,-,1.5,-,T,27.5,-,-,-,-
16,1.5,4.5,-,0.5,-,-,-,33.2,3.0,-,-,-
17,-,-,-,-,1.5,0.6,-,19.0,-,-,-,-
18,-,1.5,-,-,0.5,-,2.5,14.0,-,-,-,-
19,-,-,0.5,7.5,-,-,25.5,5.5,-,0.5,-,-
20,2.5,-,-,1.5,55.0,-,1.5,25.5,-,0.7,-,-
21,-,-,-,-,5.3,-,-,38.5,58.4,-,-,1.4
22,1.4,T,-,-,0.5,-,10.0,-,35.2,-,1.5,-
23,-,-,-,-,9.0,-,-,-,1.5,T,-,-
24,8.0,-,-,-,3.0,-,-,112.5,1.5,-,0.2,-
25,0.1,1.5,-,-,0.5,18.2,-,87.4,0.1,-,-,0.9
26,0.3,-,0.8,-,42.5,2.5,-,11.5,-,-,-,1.0
27,-,0.2,-,-,17.0,-,1.0,-,1.0,3.7,0.5,-
28,-,28.0,-,12.0,26.0,-,3.5,0.6,-,-,1.0,6.0
29,7.5,,-,4.5,0.5,-,22.5,5.5,-,-,-,37.6
30,-,,-,-,-,2.5,-,9.5,12.0,3.5,1.1,-
31,15.8,,-,,-,,7.3,3.5,,16.0,,-
