Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
31,-,,-,,-,,-,-,,-,,-
總和值,27.0,37.5,289.0,142.5,297.0,440.5,77.5,443.0,52.5,12.5,-,113.5
1,-,-,-,2.0,-,-,22.5,5.5,1.5,-,-,-
2,-,-,-,12.0,-,-,-,3.0,-,-,-,-
3,-,-,-,0.5,-,-,-,22.0,1.0,-,-,-
4,-,1.0,-,0.5,-,-,-,4.5,-,-,-,-
5,-,0.5,8.0,2.5,-,-,-,-,0.5,-,-,-
6,-,-,-,10.5,-,-,0.5,-,-,-,-,-
7,-,1.0,-,2.0,0.5,45.5,-,-,-,-,0.5,-
8,-,-,-,-,-,10.5,-,-,-,-,0.5,0.5
9,-,-,-,-,-,2.5,-,-,-,-,-,8.0
10,-,-,48.0,-,-,-,5.0,13.0,-,-,0.5,1.0
11,-,-,-,13.0,-,-,-,1.0,-,-,-,5.5
12,-,-,-,1.5,-,-,-,1.5,-,-,-,-
13,-,0.5,1.0,-,-,-,-,-,-,-,4.0,-
14,-,-,1.5,-,-,30.5,-,0.5,-,-,-,-
15,-,0.5,-,-,-,-,0.5,29.0,-,-,-,-
16,-,11.5,-,-,8.5,-,-,-,-,-,-,0.5
17,-,-,-,-,-,-,-,-,-,-,-,-
18,-,-,1.0,-,17.0,-,-,4.0,-,-,-,-
19,-,-,5.5,-,40.5,-,-,-,-,-,-,-
20,-,-,-,-,5.5,-,0.5,0.5,3.0,-,-,-
21,-,-,-,-,35.0,-,-,2.0,-,-,-,1.5
22,-,-,-,1.0,126.0,-,-,10.5,-,-,-,-
23,-,-,-,9.0,11.0,-,-,7.5,-,12.5,-,21.5
24,-,-,-,3.0,-,-,-,-,-,-,-,5.0
25,-,-,-,-,-,-,-,-,-,-,-,-
26,32.0,-,-,-,16.5,-,-,-,-,-,-,-
27,0.5,-,-,-,20.5,-,-,2.5,3.5,-,-,0.5
28,-,-,36.0,-,58.0,-,1.0,-,8.5,-,-,1.5
29,-,-,-,-,14.5,-,1.5,9.0,-,-,-,0.5
30,-,,2.0,-,-,0.5,-,0.5,1.0,-,-,-
31,-,,1.0,,-,,-,-,,-,,-
總和值,32.5,15.0,104.0,57.5,353.5,89.5,31.5,116.5,19.0,12.5,5.5,46.0
1,-,-,-,-,-,15.5,-,28.0,-,-,-,-
2,-,-,5.0,-,-,-,-,25.0,-,-,-,-
3,-,-,-,-,1.0,-,-,7.5,-,-,-,-
4,-,-,-,-,-,3.0,-,2.5,4.5,-,-,-
5,-,-,4.5,-,10.0,56.0,-,3.0,-,-,-,-
6,1.0,-,11.0,-,-,66.5,-,83.0,-,-,-,-
7,3.5,-,1.0,-,-,1.5,10.0,195.5,-,-,-,-
8,-,-,-,-,-,-,-,-,12.0,-,1.0,-
9,-,-,-,-,-,-,-,-,-,-,-,-
10,-,9.0,-,-,-,-,-,8.0,-,-,-,-
11,3.5,31.0,-,-,-,-,-,1.0,-,-,-,-
12,2.5,1.0,-,-,-,0.5,-,-,17.0,0.5,0.5,-
13,-,-,1.0,-,-,-,3.0,-,7.5,1.5,1.0,-
14,-,-,-,-,-,-,-,5.5,-,7.0,-,-
15,-,-,-,-,-,-,-,0.5,-,-,-,-
16,-,-,-,-,-,-,0.5,-,24.0,-,-,-
17,-,-,-,1.0,-,-,-,-,-,-,-,-
18,-,-,-,-,-,-,1.5,-,-,-,4.5,-
