Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
7,72.0,15.0,0.5,4.5,-,-,26.0,T,15.5,1.0,-,0.5
8,92.0,9.5,25.5,-,30.0,-,-,-,44.5,3.5,-,T
9,26.5,5.5,-,-,-,-,-,T,16.5,6.0,T,1.0
10,-,5.5,-,-,-,6.0,21.0,-,6.0,2.5,0.3,0.2
11,-,7.0,-,-,-,2.0,86.0,-,0.5,23.0,-,7.5
12,-,-,-,34.5,-,-,-,1.0,-,24.5,-,-
13,-,-,-,0.5,-,-,-,6.5,-,1.0,T,2.0
14,-,-,0.2,0.5,-,2.5,-,11.5,-,-,-,3.5
15,-,-,2.3,5.0,-,3.0,-,0.3,9.2,-,-,-
16,-,-,T,6.0,-,0.5,-,0.4,2.0,6.0,-,T
17,-,-,-,14.5,-,-,-,21.5,-,34.5,3.6,3.0
18,0.3,-,-,-,-,8.5,-,T,-,T,0.3,-
19,11.0,-,-,-,-,-,-,31.5,-,5.5,26.0,-
20,1.0,-,5.0,-,-,-,-,-,-,-,-,-
21,-,0.3,0.3,-,-,T,19.0,-,T,-,0.5,-
22,1.0,24.0,-,-,-,0.5,18.5,-,T,T,20.7,-
23,-,0.5,-,-,-,-,-,-,17.5,6.0,7.0,22.5
24,-,T,-,8.5,-,-,28.5,3.5,8.2,-,-,18.0
25,-,6.0,-,-,-,T,10.5,11.5,T,-,0.2,0.8
26,0.3,T,-,-,-,-,-,5.5,4.5,T,2.5,0.4
27,-,-,-,-,-,-,0.2,3.2,6.0,-,-,9.5
28,11.6,19.0,-,-,-,-,-,10.5,10.0,-,5.2,T
29,11.5,,-,-,4.0,1.0,-,51.0,10.0,-,-,T
30,11.5,,0.2,-,T,T,-,16.0,-,1.7,-,T
31,27.5,,-,,-,,-,T,,5.5,,1.0
總和值,291.2,191.8,34.5,74.0,35.0,46.1,209.7,188.4,158.6,128.7,89.8,69.9
1,1.3,-,-,6.5,62.0,7.0,-,-,-,17.0,-,0.5
2,3.0,-,-,T,12.0,-,121.5,-,-,-,-,2.0
3,7.5,-,12.5,T,1.0,2.0,40.5,-,-,T,-,-
4,-,1.6,-,-,T,4.0,-,-,14.5,-,T,1.0
5,3.0,0.5,1.0,T,0.5,T,-,0.2,36.5,-,1.5,54.0
6,5.5,-,12.5,-,13.0,-,-,-,21.0,-,-,68.5
7,-,-,29.0,-,9.5,-,-,18.5,-,-,-,8.0
8,T,T,16.5,-,0.7,-,-,41.0,0.2,0.8,0.8,-
9,-,T,46.5,-,15.3,-,-,34.5,-,2.5,-,-
10,-,-,24.0,T,0.7,15.0,T,4.5,-,-,-,-
11,-,-,T,17.4,-,111.0,0.4,-,-,-,-,2.0
12,-,-,-,0.3,-,29.0,19.5,0.1,-,-,-,-
13,-,T,0.5,2.5,-,41.5,-,-,-,-,-,-
14,0.1,-,-,3.3,-,71.5,2.5,-,-,0.5,T,-
15,0.2,-,7.5,1.0,-,-,13.2,T,9.5,-,-,-
16,12.5,-,-,28.0,-,-,-,T,11.5,0.2,-,-
17,7.0,-,0.7,T,102.5,0.6,19.5,-,2.0,-,-,-
18,-,0.3,0.2,-,T,-,8.0,17.5,1.2,-,1.3,T
19,-,1.0,-,8.5,-,-,8.0,7.0,T,T,0.2,T
20,1.7,-,-,5.0,96.5,-,14.5,T,34.5,-,T,7.5
21,5.5,T,-,37.5,-,-,61.0,35.0,24.5,-,6.5,T
22,1.5,4.5,T,4.0,-,3.5,23.5,-,-,-,4.0,T
23,-,3.0,5.7,-,1.5,41.5,28.0,-,-,-,-,-
24,-,57.5,6.0,-,-,7.5,0.2,12.5,-,-,-,-
25,-,0.5,16.8,-,-,79.0,-,0.2,-,-,3.5,-
26,-,-,T,1.2,-,13.0,2.0,-,T,-,-,-
27,-,0.2,-,-,13.0,26.0,0.4,-,9.0,-,-,-
28,-,-,-,-,60.5,T,-,-,63.3,-,0.5,-
29,-,,14.5,-,-,T,-,-,23.2,11.0,0.6,17.0
30,-,,3.4,0.2,-,0.2,-,39.0,40.5,T,T,20.5
31,-,,0.5,,-,,-,-,,1.5,,1.0
總和值,48.8,69.1,197.8,115.4,388.7,452.3,362.7,210.0,291.4,33.5,18.9,182.0
1,-,-,-,12.0,-,0.5,7.0,T,19.0,-,T,16.5
2,-,-,-,14.5,-,-,115.5,T,-,-,T,6.0
3,-,T,-,1.0,-,-,-,113.5,20.0,-,1.5,7.0
4,-,4.5,4.5,1.3,-,-,-,10.0,-,-,-,2.5
5,-,8.0,16.5,1.5,-,-,-,0.5,-,1.0,-,T
6,-,-,-,6.0,0.4,-,-,-,-,-,T,T
7,-,7.5,-,3.0,13.0,17.5,-,-,-,T,4.5,T
8,-,-,-,T,-,1.5,-,-,1.5,T,3.0,3.5
9,-,-,1.1,0.5,-,0.8,-,-,-,1.5,-,27.0
10,-,-,97.5,-,0.1,-,-,24.0,19.5,T,T,2.0
11,-,-,-,16.0,-,-,T,50.5,T,1.5,-,8.0
12,4.0,-,1.0,10.0,23.0,-,-,1.0,-,2.0,T,-
13,4.5,1.5,75.5,-,-,-,-,5.5,-,1.5,8.5,-
14,0.1,T,12.5,-,-,68.0,-,18.0,-,-,2.5,1.5
15,T,-,-,-,-,-,-,T,-,-,-,6.5
16,0.4,16.0,-,-,18.0,-,-,-,-,1.5,-,8.5
17,4.0,-,0.1,-,-,-,-,-,-,T,-,1.5
18,1.0,-,0.9,-,25.0,-,-,-,1.0,T,-,1.0
19,0.4,-,8.0,-,21.5,-,33.0,-,T,T,-,4.5
20,-,-,-,-,2.0,-,12.5,-,10.0,T,-,0.5
21,-,-,-,T,46.5,-,T,-,-,1.5,0.5,3.5
22,-,T,T,0.5,90.0,-,-,21.0,-,14.5,-,T
23,-,T,1.3,20.0,18.5,-,1.0,2.0,-,5.0,-,15.0
24,T,-,T,9.0,T,-,-,-,14.5,-,-,8.0
25,T,-,1.5,-,T,-,T,-,12.5,-,-,0.5
26,28.0,-,0.1,0.5,6.0,20.0,46.0,-,3.0,-,-,-
