Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
14,1.3,0.9,1.4,2.0,1.7,83.6,13.3,9.6,0.8,2.7,-,5.1
15,-,15.1,-,-,-,17.6,-,5.7,17.4,10.9,-,10.2
16,-,-,0.8,0.1,4.6,-,5.6,-,-,15.3,0.8,2.6
17,12.7,0.5,-,-,15.3,0.1,9.2,-,-,9.4,-,18.2
18,0.3,0.5,-,T,-,-,42.6,-,31.6,0.2,-,13.3
19,-,0.3,0.1,0.2,0.5,-,0.5,-,10.5,2.0,-,1.5
20,-,-,-,0.5,4.5,-,-,9.0,12.0,-,-,0.5
21,4.5,-,-,2.5,5.0,30.5,1.0,12.0,171.0,2.5,-,-
22,0.4,5.0,0.2,-,0.2,3.5,3.0,4.5,114.0,1.5,6.5,-
23,4.5,1.5,0.4,-,5.0,1.5,-,10.0,11.0,0.1,-,-
24,1.2,4.0,1.0,10.0,46.5,-,-,6.5,-,3.5,T,0.3
25,0.6,0.3,5.0,1.0,12.0,-,-,T,-,T,25.0,0.5
26,-,4.5,-,2.7,-,-,2.0,-,-,-,-,13.5
27,0.2,0.3,0.6,2.8,-,-,-,-,-,-,-,0.9
28,0.2,-,0.1,0.8,-,-,-,5.6,-,-,2.1,-
29,2.5,,0.1,4.1,-,-,-,1.1,-,-,-,-
30,-,,-,-,-,-,-,0.5,0.6,4.0,-,-
31,-,,1.2,,-,,-,8.0,,1.4,,1.8
總和值,62.9,101.0,13.0,101.0,406.0,275.8,97.6,103.6,451.6,100.2,177.4,81.9
1,-,-,-,12.9,1.8,-,-,-,-,1.6,-,8.8
2,-,5.1,3.2,3.1,38.8,-,0.2,-,-,-,1.6,-
3,-,10.6,-,1.1,8.5,12.5,-,-,-,7.4,-,0.1
4,-,1.5,-,1.1,0.2,2.0,-,-,-,1.5,-,22.4
5,-,0.2,7.5,-,9.5,-,-,1.1,-,-,-,0.1
6,0.3,5.5,-,5.1,-,3.6,-,-,-,0.1,-,-
7,-,-,-,0.9,-,3.4,-,0.1,-,-,0.1,-
8,13.7,0.8,2.8,0.6,13.0,38.5,-,-,7.0,1.5,-,-
9,0.2,2.3,14.7,6.5,3.5,0.3,-,-,17.5,3.2,-,5.1
10,-,6.0,0.2,3.5,0.5,8.5,-,-,-,-,-,-
11,12.4,1.0,0.5,4.5,-,16.0,-,51.5,-,-,-,0.8
12,19.8,-,-,8.0,-,-,-,1.1,-,2.5,0.9,0.2
13,2.0,10.5,10.0,-,-,1.5,-,-,-,2.0,1.5,-
14,4.0,2.0,0.2,T,-,27.5,2.0,-,17.5,-,1.2,-
15,4.5,0.7,-,-,-,52.5,T,-,1.5,-,7.3,-
16,-,0.2,-,0.2,5.3,-,-,1.1,-,-,-,6.5
17,0.4,1.6,-,-,-,-,19.5,-,-,-,7.1,-
18,4.0,2.6,-,-,0.9,-,-,20.0,-,2.7,-,-
19,-,14.9,0.5,-,2.7,-,6.5,0.3,3.1,-,0.2,1.4
20,-,8.3,3.5,-,10.9,-,-,-,47.9,-,-,3.6
21,2.0,-,1.0,-,0.9,-,-,109.2,179.6,-,0.2,0.2
22,-,-,-,-,-,-,322.2,-,0.5,1.0,-,-
23,-,2.0,0.1,-,0.4,-,70.5,-,-,-,-,-
24,-,2.0,-,-,2.4,0.9,-,-,-,2.4,-,-
25,-,0.3,0.1,4.1,-,-,0.3,-,-,2.2,-,10.4
26,1.2,-,10.4,4.6,-,-,7.5,-,6.6,-,-,1.7
27,-,5.6,6.8,1.9,-,-,-,-,0.1,14.7,-,0.4
28,-,8.3,0.7,3.1,18.1,0.5,0.5,-,-,-,38.4,0.4
29,-,,0.5,2.3,2.3,-,-,-,-,-,3.3,-
30,-,,3.4,1.3,-,-,-,-,0.5,-,0.9,-
31,-,,15.2,,0.6,,-,-,,-,,-
總和值,64.5,92.0,81.3,64.8,120.3,167.7,429.2,184.4,281.8,42.8,62.7,62.1
1,0.3,0.3,6.2,-,0.3,-,-,-,-,-,60.7,-
2,-,-,0.9,1.0,5.1,1.9,-,-,-,0.6,1.5,0.4
3,-,1.9,-,-,-,-,-,-,-,-,11.9,0.5
4,-,1.7,1.1,-,0.5,-,-,-,0.4,-,53.5,-
5,-,0.5,-,-,0.5,-,5.9,-,-,-,-,6.2
6,0.8,-,0.1,9.9,-,-,39.7,-,-,14.2,0.4,2.8
7,0.1,-,-,0.1,26.4,-,1.8,18.4,0.7,4.5,-,-
8,0.3,1.9,-,0.6,-,-,107.7,15.5,-,0.2,-,4.2
9,-,-,5.1,-,1.0,-,-,125.5,-,1.0,5.2,31.5
10,-,-,0.1,1.4,-,-,-,-,-,-,3.5,30.8
11,0.7,-,0.1,7.8,48.8,-,-,-,-,-,3.9,4.6
12,4.5,-,1.7,1.3,0.4,-,-,-,6.7,0.2,3.4,-
13,6.8,-,-,0.2,-,-,32.7,-,-,-,-,-
14,18.0,-,-,-,2.3,-,-,0.1,-,-,1.1,-
15,-,2.2,13.2,-,1.9,-,0.4,-,-,-,0.7,-
16,0.1,2.5,35.6,-,-,0.1,-,-,2.2,-,-,2.1
17,0.9,0.3,8.6,6.7,-,-,-,2.8,0.2,-,-,-
18,-,-,-,26.4,-,-,0.1,-,-,8.4,-,-
19,1.0,-,-,-,-,-,28.4,0.9,-,7.2,20.7,0.6
20,0.4,-,-,0.2,-,32.3,-,2.5,3.9,19.1,47.4,0.3
21,1.3,4.9,-,1.1,4.3,-,-,65.7,9.2,8.7,46.7,-
22,-,1.1,0.4,0.1,2.8,1.9,-,67.4,-,T,12.5,-
23,-,-,2.8,-,6.5,-,-,4.3,-,-,0.3,0.4
24,-,0.1,4.6,2.0,25.2,-,-,8.4,3.1,0.2,2.3,1.3
25,-,-,3.9,-,42.5,-,0.1,5.5,0.8,1.7,0.2,-
26,2.3,-,4.2,3.4,9.7,-,-,3.3,7.9,0.4,5.2,-
27,17.0,-,2.2,0.7,0.2,-,-,0.8,0.1,-,-,0.7
28,-,-,0.3,1.1,-,-,-,0.7,3.4,-,-,-
29,-,,0.7,2.6,-,-,-,0.9,2.8,-,-,-
30,1.1,,0.9,2.9,-,-,-,0.3,2.9,-,2.9,-
31,0.1,,0.2,,4.9,,-,7.3,,23.6,,-
總和值,55.7,17.4,92.9,69.5,183.3,36.2,216.8,330.3,44.3,90.0,284.0,86.4
1,-,3.8,-,0.1,-,-,-,136.0,-,33.4,0.2,4.3
2,18.4,-,-,-,-,4.9,0.1,1.9,0.8,-,0.4,-
3,53.4,-,-,0.6,0.1,-,-,-,0.4,-,-,-
4,2.2,0.1,-,-,0.8,-,-,-,4.0,107.3,0.2,-
5,-,6.4,13.5,-,0.9,0.7,-,-,0.3,9.2,-,-
6,14.0,0.3,1.6,-,-,0.2,-,0.6,0.4,57.5,-,0.9
7,3.1,-,0.2,-,-,2.8,51.0,0.3,3.6,306.5,20.1,-
8,14.1,-,5.7,-,-,7.6,301.1,-,-,136.0,3.4,-
9,-,-,-,-,T,0.7,19.1,-,0.8,149.0,1.6,5.9
10,-,-,15.0,3.7,0.1,1.1,27.9,14.1,87.7,84.2,1.1,1.1
11,1.8,10.2,8.8,52.2,0.4,20.4,-,32.0,0.1,15.2,0.5,4.6
