Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
11,1.2,-,2.1,20.1,-,3.0,1.1,-,-,52.6,21.8,0.2
12,0.4,-,0.2,16.1,12.1,27.2,1.4,-,2.1,74.2,5.3,21.9
13,25.6,-,7.8,2.3,17.1,30.6,-,-,86.0,542.9,54.6,37.5
14,29.2,-,4.9,0.7,-,93.9,-,-,37.6,141.4,10.1,2.6
15,11.9,-,-,-,47.4,40.2,-,-,-,37.8,0.8,3.6
16,6.5,-,17.2,-,40.7,59.3,-,-,-,13.3,0.7,62.4
17,-,-,0.3,-,3.4,52.5,-,-,-,118.1,-,57.3
18,-,1.5,1.6,8.3,-,28.2,-,-,-,76.2,69.8,39.5
19,0.4,-,2.8,0.8,3.1,4.0,-,-,-,146.8,37.0,61.3
20,11.4,7.7,-,3.5,1.7,-,-,-,-,94.7,36.9,9.3
21,0.8,4.0,1.2,14.5,3.6,-,-,11.3,-,15.7,13.4,-
22,-,20.2,1.6,15.8,-,-,-,0.3,-,-,4.6,-
23,-,11.3,5.2,-,-,-,-,1.6,-,0.1,15.0,-
24,2.7,44.8,-,1.8,15.4,-,-,-,-,21.2,5.2,-
25,1.8,38.6,16.8,T,6.4,-,-,-,-,0.9,31.7,-
26,1.5,14.4,9.8,4.5,-,0.6,-,-,-,-,13.8,-
27,0.2,0.5,-,30.3,9.6,0.4,-,-,-,3.5,13.6,-
28,5.6,0.7,-,-,-,-,6.0,-,40.6,7.6,-,0.5
29,-,,-,-,0.3,-,93.8,-,19.8,1.9,-,26.9
30,12.6,,-,-,-,3.1,1.1,5.0,-,3.0,53.8,9.2
31,4.2,,28.4,,-,,4.3,3.1,,9.1,,21.3
總和值,138.6,184.0,175.0,135.5,163.1,830.5,166.0,23.0,293.2,1592.4,587.5,519.6
1,1.2,22.6,-,-,-,2.6,-,1.2,-,-,39.3,-
2,-,23.1,-,-,0.1,-,-,-,-,0.1,48.7,-
3,-,55.4,-,-,5.4,-,-,94.0,-,1.2,2.2,-
4,-,108.1,-,-,-,-,-,-,-,86.2,6.9,0.1
5,6.7,48.6,4.4,-,-,17.4,0.3,-,-,18.2,24.6,3.3
6,51.0,-,5.2,16.0,-,-,-,-,-,-,1.2,2.0
7,89.3,16.9,1.9,7.1,-,2.0,5.9,-,22.7,0.2,-,40.0
8,103.0,14.5,22.3,-,22.9,1.1,-,-,208.0,33.5,-,36.7
9,15.7,10.3,-,-,-,0.4,-,-,315.7,8.9,5.0,30.6
10,-,10.3,-,-,-,0.4,139.7,-,88.2,49.0,8.5,4.3
11,-,17.8,-,-,-,10.7,167.9,0.2,0.2,109.4,-,13.0
12,-,-,-,5.1,-,-,-,37.0,-,44.0,1.4,20.1
13,0.8,-,-,-,-,T,-,1.8,-,5.7,12.5,10.8
14,-,-,0.2,7.3,-,25.2,-,35.2,9.0,2.3,0.3,21.2
15,-,-,1.3,12.4,-,84.5,-,0.2,21.9,3.3,-,4.2
16,-,0.1,5.2,7.8,-,1.9,2.2,1.3,2.8,2.9,0.7,-
17,0.4,4.5,4.6,12.7,-,1.8,-,23.1,-,34.6,12.2,0.5
18,2.0,-,-,-,-,2.4,-,-,-,4.5,-,-
