Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
3,14.5,0.5,-,-,6.5,16.0,2.0,-,50.5,-,-,-
4,-,4.5,-,-,-,-,-,-,-,-,-,1.0
5,0.5,11.5,-,-,-,-,-,-,-,-,-,-
6,44.0,-,-,-,-,10.5,-,-,125.0,3.5,-,-
7,-,-,-,-,-,2.0,1.0,-,1.5,6.5,-,-
8,3.0,-,3.0,-,-,-,3.0,-,-,21.0,12.5,-
9,-,-,19.5,-,-,7.0,1.0,-,4.0,12.5,0.5,-
10,-,-,51.0,15.5,11.5,7.0,8.5,-,-,8.0,11.5,-
11,44.5,1.0,12.0,5.0,28.0,6.0,-,61.5,-,3.5,-,-
12,5.5,-,5.5,5.0,-,1.5,-,-,2.0,5.5,-,-
13,2.5,-,42.0,63.0,-,48.0,-,3.5,5.5,-,-,-
14,-,28.0,13.0,28.0,-,120.0,-,-,4.5,0.5,-,-
15,2.5,1.5,9.5,3.0,-,-,-,-,-,0.5,-,-
16,0.5,-,6.0,-,99.0,-,-,-,0.5,-,-,-
17,52.5,4.5,1.5,0.5,-,1.0,-,-,34.5,-,-,-
18,1.0,5.0,22.5,30.0,-,-,-,-,5.0,-,1.0,-
19,0.5,1.0,11.5,-,-,-,1.5,-,-,-,-,-
20,2.0,1.0,1.5,-,-,-,-,-,-,-,19.0,-
21,18.5,-,7.0,-,1.0,-,-,-,-,-,11.5,-
22,41.0,-,1.0,-,9.0,-,-,-,-,-,19.0,7.0
23,38.0,3.5,53.0,-,6.5,-,-,-,-,-,53.5,-
24,7.0,1.5,10.5,2.0,4.5,-,-,-,-,-,-,-
25,-,-,22.0,11.0,-,-,-,-,-,-,-,-
26,-,8.5,-,-,-,-,-,-,48.5,-,4.0,-
27,-,14.0,-,36.0,5.5,-,-,2.5,101.0,-,14.5,1.0
28,6.5,-,-,15.5,-,20.5,-,5.0,-,-,-,2.0
29,37.5,-,-,-,-,13.0,-,-,1.0,2.0,-,0.5
30,11.0,,-,0.5,-,-,-,-,6.0,-,-,-
31,-,,-,,-,,-,-,,-,,-
總和值,333.5,125.5,292.0,215.0,176.5,350.5,20.0,81.0,400.5,63.5,148.0,13.0
1,-,-,1.0,15.5,-,-,50.0,-,-,-,-,0.5
2,-,-,-,-,-,139.0,0.5,-,9.0,-,1.0,1.0
3,0.5,-,-,-,-,121.0,-,-,3.5,-,9.0,-
4,-,-,0.5,-,-,21.0,2.5,-,0.5,1.0,0.5,-
5,-,-,-,-,-,4.5,0.5,-,-,-,-,0.5
6,-,-,19.0,-,-,-,-,-,-,-,-,1.0
7,-,-,7.5,-,-,-,34.5,-,3.0,-,0.5,11.0
8,-,2.0,1.5,-,-,-,2.5,-,-,-,-,9.0
9,-,3.0,0.5,-,7.5,-,-,-,-,-,-,4.0
10,-,-,31.5,-,-,-,-,-,-,-,-,-
11,-,-,-,24.0,-,-,-,-,-,-,-,-
12,-,-,0.5,18.0,-,5.5,-,-,-,14.5,-,3.5
13,18.0,-,8.0,8.5,2.0,-,-,-,18.5,47.5,18.0,-
14,16.5,-,7.5,0.5,-,104.0,-,-,3.5,39.5,6.0,-
15,-,-,-,-,4.5,58.5,-,-,-,14.5,-,-
16,-,-,24.0,-,52.5,62.5,-,-,-,-,-,10.0
17,-,-,1.0,-,0.5,78.0,-,-,-,6.0,-,0.5
18,0.5,-,1.0,-,-,35.5,-,-,-,4.5,9.5,0.5
19,2.5,-,4.0,-,-,7.0,-,-,-,10.0,15.5,9.5
20,2.5,3.0,0.5,2.0,2.0,-,-,-,-,9.0,12.0,-
21,-,-,-,9.0,-,-,-,-,-,1.5,7.5,-
22,-,23.5,5.0,6.0,-,-,-,0.5,-,-,5.5,X
23,-,2.5,5.5,-,-,-,-,-,-,-,3.5,X
24,-,38.5,-,1.0,13.5,-,-,-,-,-,0.5,X
25,-,19.5,24.0,-,0.5,-,-,-,-,-,13.5,X
26,-,15.5,12.5,4.0,-,-,-,-,-,-,2.0,X
27,-,-,-,20.0,1.0,-,-,3.0,-,1.0,-,X
28,-,-,-,-,-,-,-,-,-,0.5,-,X
29,-,,-,-,-,-,11.5,-,-,-,-,X
30,-,,-,-,-,1.0,2.5,-,-,-,-,X
31,-,,40.0,,-,,7.0,-,,-,,X
總和值,40.5,107.5,195.0,108.5,84.0,637.5,111.5,3.5,38.0,149.5,104.5,51.0
1,-,7.0,0.5,-,-,3.0,-,-,-,-,3.5,-
2,-,5.5,-,-,-,-,-,-,-,-,2.5,-
3,-,17.5,-,-,-,-,-,-,-,-,-,-
4,0.5,13.5,-,-,-,-,-,-,-,32.5,-,-
5,2.5,13.0,0.5,-,-,2.5,-,-,9.0,1.5,0.5,-
6,24.0,-,-,2.0,-,-,-,-,1.5,-,-,-
7,65.5,6.5,2.5,3.5,-,-,19.0,-,-,-,-,4.0
8,107.0,9.0,22.0,-,24.0,-,-,-,30.0,3.0,-,-
